Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]
Sample 348	ERS13532274	SAMEA111438852	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 348	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1348_S348_L001	group 277	sequencing assay	ERX9850409	P8467_1348_S348_L001_R1_001.fastq.gz	P8467_1348_S348_L001_R1_001.fastq.gz	ERR10316647	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/047/ERR10316647/ERR10316647.fastq.gz	348
Sample 348	ERS13532274	SAMEA111438852	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 348	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_H20_S348_L002	group 277	sequencing assay	ERX9850409	20180217_Lane2_Skin_H20_S348_L002_R1_001.fastq.gz	20180217_Lane2_Skin_H20_S348_L002_R1_001.fastq.gz	ERR10316648	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/048/ERR10316648/ERR10316648.fastq.gz	348
Sample 348	ERS13532274	SAMEA111438852	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 348	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1348_S348_L002	group 277	sequencing assay	ERX9850409	P8467_1348_S348_L002_R1_001.fastq.gz	P8467_1348_S348_L002_R1_001.fastq.gz	ERR10316649	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/049/ERR10316649/ERR10316649.fastq.gz	348
Sample 349	ERS13532275	SAMEA111438853	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 349	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1349_S349_L002	group 278	sequencing assay	ERX9850410	P8467_1349_S349_L002_R1_001.fastq.gz	P8467_1349_S349_L002_R1_001.fastq.gz	ERR10316650	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/050/ERR10316650/ERR10316650.fastq.gz	349
Sample 349	ERS13532275	SAMEA111438853	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 349	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_J20_S349_L002	group 278	sequencing assay	ERX9850410	20180217_Lane2_Skin_J20_S349_L002_R1_001.fastq.gz	20180217_Lane2_Skin_J20_S349_L002_R1_001.fastq.gz	ERR10316651	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/051/ERR10316651/ERR10316651.fastq.gz	349
Sample 349	ERS13532275	SAMEA111438853	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 349	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_J20_S349_L003	group 278	sequencing assay	ERX9850410	20180217_Lane3_Skin_J20_S349_L003_R1_001.fastq.gz	20180217_Lane3_Skin_J20_S349_L003_R1_001.fastq.gz	ERR10316652	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/052/ERR10316652/ERR10316652.fastq.gz	349
Sample 349	ERS13532275	SAMEA111438853	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 349	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_J20_S349_L001	group 278	sequencing assay	ERX9850410	20180217_Lane1_Skin_J20_S349_L001_R1_001.fastq.gz	20180217_Lane1_Skin_J20_S349_L001_R1_001.fastq.gz	ERR10316653	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/053/ERR10316653/ERR10316653.fastq.gz	349
Sample 349	ERS13532275	SAMEA111438853	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 349	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1349_S349_L001	group 278	sequencing assay	ERX9850410	P8467_1349_S349_L001_R1_001.fastq.gz	P8467_1349_S349_L001_R1_001.fastq.gz	ERR10316654	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/054/ERR10316654/ERR10316654.fastq.gz	349
Sample 35	ERS13532276	SAMEA111438854	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 35	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_E5_S35_L003	group 279	sequencing assay	ERX9850411	20180217_Lane3_Skin_E5_S35_L003_R1_001.fastq.gz	20180217_Lane3_Skin_E5_S35_L003_R1_001.fastq.gz	ERR10316655	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/055/ERR10316655/ERR10316655.fastq.gz	35
Sample 35	ERS13532276	SAMEA111438854	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 35	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1035_S35_L002	group 279	sequencing assay	ERX9850411	P8467_1035_S35_L002_R1_001.fastq.gz	P8467_1035_S35_L002_R1_001.fastq.gz	ERR10316656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/056/ERR10316656/ERR10316656.fastq.gz	35
Sample 35	ERS13532276	SAMEA111438854	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 35	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_E5_S35_L001	group 279	sequencing assay	ERX9850411	20180217_Lane1_Skin_E5_S35_L001_R1_001.fastq.gz	20180217_Lane1_Skin_E5_S35_L001_R1_001.fastq.gz	ERR10316657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/057/ERR10316657/ERR10316657.fastq.gz	35
Sample 35	ERS13532276	SAMEA111438854	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 35	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1035_S35_L001	group 279	sequencing assay	ERX9850411	P8467_1035_S35_L001_R1_001.fastq.gz	P8467_1035_S35_L001_R1_001.fastq.gz	ERR10316658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/058/ERR10316658/ERR10316658.fastq.gz	35
Sample 35	ERS13532276	SAMEA111438854	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 35	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_E5_S35_L002	group 279	sequencing assay	ERX9850411	20180217_Lane2_Skin_E5_S35_L002_R1_001.fastq.gz	20180217_Lane2_Skin_E5_S35_L002_R1_001.fastq.gz	ERR10316659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/059/ERR10316659/ERR10316659.fastq.gz	35
Sample 350	ERS13532277	SAMEA111438855	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 350	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_L20_S350_L002	group 280	sequencing assay	ERX9850412	20180217_Lane2_Skin_L20_S350_L002_R1_001.fastq.gz	20180217_Lane2_Skin_L20_S350_L002_R1_001.fastq.gz	ERR10316660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/060/ERR10316660/ERR10316660.fastq.gz	350
Sample 350	ERS13532277	SAMEA111438855	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 350	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_L20_S350_L001	group 280	sequencing assay	ERX9850412	20180217_Lane1_Skin_L20_S350_L001_R1_001.fastq.gz	20180217_Lane1_Skin_L20_S350_L001_R1_001.fastq.gz	ERR10316661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/061/ERR10316661/ERR10316661.fastq.gz	350
Sample 350	ERS13532277	SAMEA111438855	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 350	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1350_S350_L002	group 280	sequencing assay	ERX9850412	P8467_1350_S350_L002_R1_001.fastq.gz	P8467_1350_S350_L002_R1_001.fastq.gz	ERR10316662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/062/ERR10316662/ERR10316662.fastq.gz	350
Sample 350	ERS13532277	SAMEA111438855	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 350	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_L20_S350_L003	group 280	sequencing assay	ERX9850412	20180217_Lane3_Skin_L20_S350_L003_R1_001.fastq.gz	20180217_Lane3_Skin_L20_S350_L003_R1_001.fastq.gz	ERR10316663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/063/ERR10316663/ERR10316663.fastq.gz	350
Sample 350	ERS13532277	SAMEA111438855	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 350	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1350_S350_L001	group 280	sequencing assay	ERX9850412	P8467_1350_S350_L001_R1_001.fastq.gz	P8467_1350_S350_L001_R1_001.fastq.gz	ERR10316664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/064/ERR10316664/ERR10316664.fastq.gz	350
Sample 351	ERS13532278	SAMEA111438856	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 351	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_N20_S351_L003	group 281	sequencing assay	ERX9850413	20180217_Lane3_Skin_N20_S351_L003_R1_001.fastq.gz	20180217_Lane3_Skin_N20_S351_L003_R1_001.fastq.gz	ERR10316665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/065/ERR10316665/ERR10316665.fastq.gz	351
Sample 351	ERS13532278	SAMEA111438856	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 351	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1351_S351_L001	group 281	sequencing assay	ERX9850413	P8467_1351_S351_L001_R1_001.fastq.gz	P8467_1351_S351_L001_R1_001.fastq.gz	ERR10316666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/066/ERR10316666/ERR10316666.fastq.gz	351
Sample 351	ERS13532278	SAMEA111438856	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 351	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_N20_S351_L001	group 281	sequencing assay	ERX9850413	20180217_Lane1_Skin_N20_S351_L001_R1_001.fastq.gz	20180217_Lane1_Skin_N20_S351_L001_R1_001.fastq.gz	ERR10316667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/067/ERR10316667/ERR10316667.fastq.gz	351
Sample 351	ERS13532278	SAMEA111438856	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 351	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_N20_S351_L002	group 281	sequencing assay	ERX9850413	20180217_Lane2_Skin_N20_S351_L002_R1_001.fastq.gz	20180217_Lane2_Skin_N20_S351_L002_R1_001.fastq.gz	ERR10316668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/068/ERR10316668/ERR10316668.fastq.gz	351
Sample 351	ERS13532278	SAMEA111438856	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 351	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1351_S351_L002	group 281	sequencing assay	ERX9850413	P8467_1351_S351_L002_R1_001.fastq.gz	P8467_1351_S351_L002_R1_001.fastq.gz	ERR10316669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/069/ERR10316669/ERR10316669.fastq.gz	351
Sample 352	ERS13532279	SAMEA111438857	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 352	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_P20_S352_L001	group 282	sequencing assay	ERX9850414	20180217_Lane1_Skin_P20_S352_L001_R1_001.fastq.gz	20180217_Lane1_Skin_P20_S352_L001_R1_001.fastq.gz	ERR10316670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/070/ERR10316670/ERR10316670.fastq.gz	352
Sample 352	ERS13532279	SAMEA111438857	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 352	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1352_S352_L002	group 282	sequencing assay	ERX9850414	P8467_1352_S352_L002_R1_001.fastq.gz	P8467_1352_S352_L002_R1_001.fastq.gz	ERR10316671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/071/ERR10316671/ERR10316671.fastq.gz	352
Sample 352	ERS13532279	SAMEA111438857	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 352	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_P20_S352_L002	group 282	sequencing assay	ERX9850414	20180217_Lane2_Skin_P20_S352_L002_R1_001.fastq.gz	20180217_Lane2_Skin_P20_S352_L002_R1_001.fastq.gz	ERR10316672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/072/ERR10316672/ERR10316672.fastq.gz	352
Sample 352	ERS13532279	SAMEA111438857	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 352	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1352_S352_L001	group 282	sequencing assay	ERX9850414	P8467_1352_S352_L001_R1_001.fastq.gz	P8467_1352_S352_L001_R1_001.fastq.gz	ERR10316673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/073/ERR10316673/ERR10316673.fastq.gz	352
Sample 352	ERS13532279	SAMEA111438857	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 352	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_P20_S352_L003	group 282	sequencing assay	ERX9850414	20180217_Lane3_Skin_P20_S352_L003_R1_001.fastq.gz	20180217_Lane3_Skin_P20_S352_L003_R1_001.fastq.gz	ERR10316674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/074/ERR10316674/ERR10316674.fastq.gz	352
Sample 353	ERS13532280	SAMEA111438858	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 353	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_B21_S353_L002	group 283	sequencing assay	ERX9850415	20180217_Lane2_Skin_B21_S353_L002_R1_001.fastq.gz	20180217_Lane2_Skin_B21_S353_L002_R1_001.fastq.gz	ERR10316675	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/075/ERR10316675/ERR10316675.fastq.gz	353
Sample 353	ERS13532280	SAMEA111438858	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 353	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1353_S353_L001	group 283	sequencing assay	ERX9850415	P8467_1353_S353_L001_R1_001.fastq.gz	P8467_1353_S353_L001_R1_001.fastq.gz	ERR10316676	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/076/ERR10316676/ERR10316676.fastq.gz	353
Sample 353	ERS13532280	SAMEA111438858	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 353	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_B21_S353_L003	group 283	sequencing assay	ERX9850415	20180217_Lane3_Skin_B21_S353_L003_R1_001.fastq.gz	20180217_Lane3_Skin_B21_S353_L003_R1_001.fastq.gz	ERR10316677	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/077/ERR10316677/ERR10316677.fastq.gz	353
Sample 353	ERS13532280	SAMEA111438858	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 353	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_B21_S353_L001	group 283	sequencing assay	ERX9850415	20180217_Lane1_Skin_B21_S353_L001_R1_001.fastq.gz	20180217_Lane1_Skin_B21_S353_L001_R1_001.fastq.gz	ERR10316678	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/078/ERR10316678/ERR10316678.fastq.gz	353
Sample 353	ERS13532280	SAMEA111438858	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 353	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1353_S353_L002	group 283	sequencing assay	ERX9850415	P8467_1353_S353_L002_R1_001.fastq.gz	P8467_1353_S353_L002_R1_001.fastq.gz	ERR10316679	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/079/ERR10316679/ERR10316679.fastq.gz	353
Sample 354	ERS13532281	SAMEA111438859	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 354	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1354_S354_L002	group 284	sequencing assay	ERX9850416	P8467_1354_S354_L002_R1_001.fastq.gz	P8467_1354_S354_L002_R1_001.fastq.gz	ERR10316680	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/080/ERR10316680/ERR10316680.fastq.gz	354
Sample 354	ERS13532281	SAMEA111438859	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 354	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_D21_S354_L003	group 284	sequencing assay	ERX9850416	20180217_Lane3_Skin_D21_S354_L003_R1_001.fastq.gz	20180217_Lane3_Skin_D21_S354_L003_R1_001.fastq.gz	ERR10316681	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/081/ERR10316681/ERR10316681.fastq.gz	354
